Store Nbr	Store Name	Store Type Descr	Open Sunday Flag	Street Address	City	State	Zip Code	MDSE Major Zone	MDSE Sub Zone	Square Footage	Subdiv	Region	District	Open Date	Expansion Size SQFT	Expansion Open Date	Dry Run Date	Regular Warehouse	Assembly Warehouse	Circular Warehouse	Distribution Warehouse	WPM Warehouse	Store Prototype Nbr	IDC	IDC Desc	Port	Port Desc
104	MILAN TN	BASE STR Supercenter	Y	15427 S FIRST ST	MILAN	TN	38358	50	55	187414	1F	12	146	07/01/1974	72113	02/01/2006	07/01/1974	6066	6066	6066	6066	6022	176	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
105	CORINTH MS	BASE STR Supercenter	Y	2301 S HARPER RD	CORINTH	MS	38834	50	55	201998	1A	14	137	08/01/1974	70250	06/23/1993	08/01/1974	6006	6006	6006	6006	6014	188	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
106	FULTON KY	BASE STR Supercenter	Y	1405 MIDDLE RD	FULTON	KY	42041	60	65	107356	1F	12	146	08/01/1974	47887	10/20/2004	08/01/1974	6066	6066	6066	6066	6022	107	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
107	MARTIN TN	BASE STR Supercenter	Y	134 COURTRIGHT RD	MARTIN	TN	38237	50	55	158075	1F	12	146	10/01/1974	67890	08/16/2006	10/01/1974	6066	6066	6066	6066	6022	145	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
108	GUTHRIE OK	BASE STR Supercenter	Y	1608 S DIVISION ST	GUTHRIE	OK	73044	50	54	160660	1B	50	344	02/01/1975	67024	08/03/2007	02/01/1975	6094	6094	6094	6094	6008	143	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
109	CAMERON MO	BASE STR Supercenter	Y	2000 N WALNUT ST	CAMERON	MO	64429	70	75	115021	1N	40	360	02/01/1975	47000	08/16/1995	02/01/1975	6009	6009	6009	6009	6022	109	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
110	WINTER GARDEN FL	BASE STR Supercenter	Y	16313 NEW INDEPENDENCE PARKWAY	WINTER GARDEN	FL	34787	30	36	190380	1A	9	89	11/16/2016	0		11/16/2016	7035	7035	7035	7035	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
111	CHANUTE KS	BASE STR Supercenter	Y	2700 S SANTA FE AVE	CHANUTE	KS	66720	60	64	154756	1B	50	410	11/01/1975	93589	06/25/2003	11/01/1975	6035	6035	6035	6035	6008	145	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
112	STARKVILLE MS	BASE STR Supercenter	Y	1010 HIGHWAY 12 W	STARKVILLE	MS	39759	40	45	205863	1A	14	138	04/01/1975	90921	02/28/2001	04/01/1975	6006	6006	6006	6006	6014	192	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
113	CHICKASHA OK	BASE STR Supercenter	Y	2001 S 1ST ST	CHICKASHA	OK	73018	50	54	188242	1B	44	349	07/01/1975	0		07/01/1975	6068	6068	6068	6068	6008	173	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
114	BOONEVILLE MS	BASE STR Supercenter	Y	300 WALMART CIR	BOONEVILLE	MS	38829	50	55	149595	1A	14	137	04/01/1975	72113	05/21/2008	04/01/1975	6006	6006	6006	6006	6014	143	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
115	WEST POINT, MS	BASE STR Supercenter	Y	5509 HIGHWAY 45 ALT S	WEST POINT	MS	39773	40	45	156438	1A	14	138	09/01/1976	58031	03/05/2008	09/01/1976	6006	6006	6006	6006	6014	143	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
116	VIVIAN LA	BASE STR Wal-Mart	Y	929 S PINE ST	VIVIAN	LA	71082	40	45	49950	1A	13	127	08/01/1975	29700	10/01/1981	08/01/1975	6036	6036	6036	6036	6005	50	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
117	BROKEN BOW OK	BASE STR Wal-Mart	Y	501 S PARK DR	BROKEN BOW	OK	74728	50	54	52323	1B	44	350	06/01/1975	0		06/01/1975	6018	6018	6018	6018	6008	50	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
118	AMORY MS	BASE STR Supercenter	Y	1515 HIGHWAY 278 E	AMORY	MS	38821	50	55	146398	1A	14	137	04/01/1976	41400	04/01/1993	04/01/1976	6006	6006	6006	6006	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
119	BATESVILLE AR	BASE STR Supercenter	Y	3150 HARRISON ST	BATESVILLE	AR	72501	50	55	185101	1B	42	328	03/01/1976	75189	06/03/1991	03/01/1976	6018	6018	6018	6018	6008	176	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
120	HUMBOLDT TN	BASE STR Supercenter	Y	2716 N CENTRAL AVE	HUMBOLDT	TN	38343	50	55	187414	1F	12	146	03/01/1976	72113	02/01/2006	03/01/1976	6066	6066	6066	6066	6022	176	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
121	OKMULGEE OK	BASE STR Supercenter	Y	1800 S WOOD DR	OKMULGEE	OK	74447	50	54	152222	1B	44	351	09/01/1975	58400	06/30/1993	09/01/1975	6094	6094	6094	6094	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
122	JACKSON MO	BASE STR Supercenter	Y	3051 E JACKSON BLVD	JACKSON	MO	63755	60	65	112120	1N	40	335	11/01/1975	31700	04/21/1999	11/01/1975	6069	6069	6069	6069	6008	109	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
123	SEMINOLE OK	BASE STR Supercenter	Y	1500 E WRANGLER BLVD	SEMINOLE	OK	74868	50	54	111075	1B	44	351	06/01/1975	64025	10/29/2003	06/01/1975	6094	6094	6094	6094	6008	107	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
124	LITTLE ROCK AR	BASE STR Supercenter	Y	8801 BASELINE RD	LITTLE ROCK	AR	72209	50	55	201372	1B	42	324	03/01/1975	83876	06/23/1999	03/01/1975	6018	6018	6018	6018	6008	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
125	FORT SMITH (S), AR	BASE STR Supercenter	Y	2425 SOUTH ZERO ST	FORT SMITH	AR	72901	50	55	224132	1B	42	321	04/01/1975	108763	07/21/1999	04/01/1975	6094	6094	6094	6094	6008	208	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
126	LITTLE ROCK AR	BASE STR Supercenter	Y	2700 S SHACKLEFORD RD	LITTLE ROCK	AR	72205	50	55	177557	1B	42	324	03/01/1976	154060	01/26/2011	03/01/1976	6018	6018	6018	6018	6008	146	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
127	MALVERN AR	BASE STR Supercenter	Y	1910 MARTIN LUTHER KING BLVD	MALVERN	AR	72104	50	55	158128	1B	42	331	02/01/1976	68907	04/13/2005	02/01/1976	6018	6018	6018	6018	6008	145	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
128	JONESBORO (W), AR	BASE STR Supercenter	Y	1911 W PARKER RD	JONESBORO	AR	72404	50	55	149704	1B	42	329	08/01/1978	43800	10/15/1997	08/01/1978	6018	6018	6018	6018	6008	139	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
129	ARDMORE OK	BASE STR Supercenter	Y	1715 N COMMERCE ST	ARDMORE	OK	73401	50	54	187572	1B	44	349	07/01/1975	118491	06/23/1993	07/01/1975	6068	6068	6068	6068	6008	183	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
130	MUSKOGEE OK	BASE STR Supercenter	Y	1000 W SHAWNEE ST	MUSKOGEE	OK	74401	50	54	203091	1B	44	351	07/01/1975	114557	08/25/2004	07/01/1975	6094	6094	6094	6094	6008	195	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
131	MT PLEASANT TX	BASE STR Supercenter	Y	2311 S JEFFERSON AVE	MOUNT PLEASANT	TX	75455	40	44	172753	1B	44	47	11/01/1975	66340	10/01/1992	11/01/1975	6036	6036	6036	6036	6005	167	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
132	KINGFISHER OK	BASE STR Supercenter	Y	200 STARLITE DR	KINGFISHER	OK	73750	50	54	99581	1B	50	344	02/01/1976	49700	10/24/2007	02/01/1976	6094	6094	6094	6094	6008	98	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
133	ASHDOWN AR	BASE STR Supercenter	Y	297 HWY 32 BY-PASS E	ASHDOWN	AR	71822	40	44	99581	1B	42	331	05/01/1976	31700	10/24/2007	05/01/1976	6018	6018	6018	6018	6008	98	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
134	ELK CITY OK	BASE STR Supercenter	Y	210 REGIONAL DR	ELK CITY	OK	73644	50	54	177557	1B	50	344	08/01/1976	94246	10/27/2010	08/01/1976	6012	6012	6012	6012	6008	89	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
135	CHILLICOTHE MO	BASE STR Supercenter	Y	1000 GRAVES ST	CHILLICOTHE	MO	64601	70	75	159926	1N	40	359	04/01/1976	75707	10/27/2004	04/01/1976	6009	6009	6009	6009	6022	145	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
136	BLACKWELL OK  EF	BASE STR Wal-Mart	Y	1219 W DOOLIN AVE	BLACKWELL	OK	74631	50	54	41400	1B	50	344	04/01/1976	0		04/01/1976	6094	6094	6094	6094	6008	40	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
137	STILLWATER OK	BASE STR Supercenter	Y	111 N PERKINS RD	STILLWATER	OK	74075	50	54	190096	1B	44	352	10/01/1976	87667	06/23/1993	10/01/1976	6094	6094	6094	6094	6008	183	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
138	SPRINGFIELD (NE), MO	BASE STR Supercenter	Y	1923 E KEARNEY ST	SPRINGFIELD	MO	65803	60	65	184109	1N	40	357	11/01/1977	148109	01/28/2009	11/01/1977	6069	6069	6069	6069	6008	176	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
139	PURCELL OK	BASE STR Supercenter	Y	2015 S GREEN AVE	PURCELL	OK	73080	50	54	155017	1B	44	353	07/01/1976	46925	07/19/2006	07/01/1976	6068	6068	6068	6068	6008	145	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
140	LUFKIN TX	BASE STR Supercenter	Y	2500 DANIEL MCCALL DR	LUFKIN	TX	75904	30	34	221803	1B	6	503	09/01/1976	121122	07/17/2002	09/01/1976	6048	6048	6048	6048	6005	208	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
141	FORT SMITH, AR	BASE STR Supercenter	Y	8301 ROGERS AVE	FORT SMITH	AR	72903	50	55	200084	1B	42	321	05/01/1976	85899	03/26/1997	05/01/1976	6094	6094	6094	6094	6008	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
143	BENTON KY	BASE STR Supercenter		310 W 5TH ST	BENTON	KY	42025	60	65	154450	1F	12	253	06/01/1976	52700	08/16/2000	06/01/1976	6066	6066	6066	6066	6022	144	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
144	FAYETTEVILLE AR (WEST)	BASE STR Supercenter	Y	2875 W MRTN LUTHER K	FAYETTEVILLE	AR	72704	50	55	217969	1B	42	322	09/01/1976	66591	08/19/1994	09/01/1976	6094	6094	6094	6094	6008	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
145	BOWLING GREEN MO	BASE STR Supercenter	Y	3 TOWN CENTER DR	BOWLING GREEN	MO	63334	70	75	100167	1N	43	339	10/01/1976	29700	10/14/2009	10/01/1976	6009	6009	6009	6009	6022	98	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
146	GILMER TX	BASE STR Supercenter	Y	1102 US HIGHWAY 271 NORTH	GILMER	TX	75644	40	44	110812	1B	5	46	03/01/1976	52725	01/29/1997	03/01/1976	6036	6036	6036	6036	6005	109	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
147	DENISON TX	BASE STR Supercenter	Y	401 N US HIGHWAY 75	DENISON	TX	75020	40	44	171059	1B	44	350	07/01/1976	60000	05/24/1995	07/01/1976	6068	6068	6068	6068	6008	150	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
148	PARIS TX	BASE STR Supercenter	Y	3855 LAMAR AVE	PARIS	TX	75462	40	44	206532	1B	44	47	06/01/1976	91259	01/25/1995	06/01/1976	6036	6036	6036	6036	6005	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
149	JONESBORO, LA	BASE STR Supercenter	Y	184 OLD WINNFIELD RD	JONESBORO	LA	71251	40	45	110610	1A	13	135	03/01/1977	45450	03/15/2000	03/01/1977	6048	6048	6048	6048	6005	109	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
150	WOODWARD OK	BASE STR Supercenter	Y	3215 WILLIAMS AVE	WOODWARD	OK	73801	50	54	179958	1B	50	344	10/01/1976	77400	05/20/1998	10/01/1976	6012	6012	6012	6012	6008	167	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
151	MCALESTER OK	BASE STR Supercenter	Y	432 S GEORGE NIGH EXPY	MCALESTER	OK	74501	50	54	205679	1B	44	350	03/01/1977	101274	08/03/1993	03/01/1977	6094	6094	6094	6094	6008	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
152	DESOTO MO	BASE STR Supercenter	Y	12862 STATE ROUTE 21	DE SOTO	MO	63020	60	65	155078	1N	40	336	12/01/1976	44485	10/27/2004	12/01/1976	6069	6069	6069	6069	6008	145	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
153	NEW ALBANY MS	BASE STR Supercenter	Y	202 PARK PLAZA DR	NEW ALBANY	MS	38652	50	55	130859	1A	14	137	10/01/1976	41400	11/03/1992	10/01/1976	6006	6006	6006	6006	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
154	ABINGDON VA	BASE STR Supercenter	Y	16032 FIFTEEN MILE BOULEVARD	ABINGDON	VA	24211	60	66	186993	1F	27	311	11/16/2016	0		11/16/2016	6039	6039	6039	6039	6014	0	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
155	SENATOBIA MS	BASE STR Supercenter	Y	5219 HIGHWAY 51 N	SENATOBIA	MS	38668	40	45	146398	1A	14	136	08/01/1977	44700	06/23/1993	08/01/1977	6018	6018	6018	6018	6008	136	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
157	SEARCY AR	BASE STR Supercenter	Y	3509 E RACE AVE	SEARCY	AR	72143	50	55	186789	1B	42	326	01/01/1977	175527	11/03/1992	01/01/1977	6018	6018	6018	6018	6008	167	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
158	BONHAM TX	BASE STR Supercenter	Y	2021 N STATE HIGHWAY 121	BONHAM	TX	75418	40	44	109450	1B	44	47	05/01/1977	49433	01/29/1997	05/01/1977	6036	6036	6036	6036	6005	109	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
159	COLUMBIA MO	BASE STR Supercenter	Y	415 CONLEY RD	COLUMBIA	MO	65201	70	75	198419	1N	40	359	03/01/1977	125236	05/27/1998	03/01/1977	6069	6069	6069	6069	6008	189	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
160	ASH FLAT AR	BASE STR Supercenter	Y	219 HIGHWAY 412	ASH FLAT	AR	72513	50	55	128435	1B	42	328	01/01/1977	32595	10/20/1993	01/01/1977	6018	6018	6018	6018	6008	116	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
161	HUNTINGDON TN	BASE STR Supercenter	Y	180 VETERANS DR N	HUNTINGDON	TN	38344	50	55	107356	1F	12	147	05/01/1977	34900	02/20/2002	05/01/1977	6066	6066	6066	6066	6022	107	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
162	ANADARKO, OK	BASE STR Supercenter	Y	1201 W PETREE RD	ANADARKO	OK	73005	50	54	109450	1B	44	349	06/01/1977	44136	07/16/1997	06/01/1977	6068	6068	6068	6068	6008	109	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
163	NACOGDOCHES TX	BASE STR Supercenter	Y	4810 NORTH ST	NACOGDOCHES	TX	75965	40	44	198308	1B	6	503	02/01/1977	77136	08/21/1993	02/01/1977	6036	6036	6036	6036	6005	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
164	PONTOTOC MS	BASE STR Supercenter	Y	100 MCCORD RD	PONTOTOC	MS	38863	50	55	158075	1A	14	137	02/01/1977	72113	07/19/2006	02/01/1977	6006	6006	6006	6006	6014	145	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
165	HENDERSON TX	BASE STR Supercenter	Y	2121 US HIGHWAY 79 S	HENDERSON	TX	75654	40	44	152474	1B	5	46	05/01/1977	52800	07/10/1996	05/01/1977	6036	6036	6036	6036	6005	139	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
166	HOUSTON MO	BASE STR Supercenter	Y	1433 S SAM HOUSTON BLVD	HOUSTON	MO	65483	60	65	107356	1N	40	335	03/01/1977	32760	10/30/2002	03/01/1977	6069	6069	6069	6069	6008	107	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
167	CROSSETT AR	BASE STR Supercenter	Y	910 UNITY RD	CROSSETT	AR	71635	40	45	155070	1B	42	327	04/01/1977	64483	01/26/2005	04/01/1977	6018	6018	6018	6018	6008	145	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
168	OWASSO OK	BASE STR Supercenter	Y	12101 E 96TH ST N	OWASSO	OK	74055	60	64	206651	1B	50	345	02/07/1978	90921	10/11/2000	02/07/1978	6094	6094	6094	6094	6008	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
169	LONOKE AR	BASE STR Supercenter	Y	322 BROWNSVILLE LOOP	LONOKE	AR	72086	50	55	100167	1B	42	326	09/01/1977	36622	07/15/2009	09/01/1977	6018	6018	6018	6018	6008	98	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
170	NATCHITOCHES LA	BASE STR Supercenter	Y	925 KEYSER AVE	NATCHITOCHES	LA	71457	40	45	202307	1A	13	134	10/01/1977	72500	09/14/1994	10/01/1977	6048	6048	6048	6048	6005	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
171	CAMDEN, AR	BASE STR Supercenter	Y	950 CALIFORNIA AVE SW	CAMDEN	AR	71701	40	45	153865	1B	42	327	11/01/1977	93589	05/20/2009	11/01/1977	6018	6018	6018	6018	6008	143	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
172	WASHINGTON MO	BASE STR Supercenter	Y	1701 AROY DR	WASHINGTON	MO	63090	70	75	203881	1N	43	339	07/01/1977	129326	01/19/2007	07/01/1977	6069	6069	6069	6069	6008	195	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
173	POTOSI MO	BASE STR Supercenter	Y	#1 MEMORIAL DRIVE	POTOSI	MO	63664	60	65	111607	1N	40	336	10/01/1977	32940	05/21/2003	10/01/1977	6069	6069	6069	6069	6008	107	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
174	ROCKLEDGE FL	BASE STR Supercenter	Y	2700 CLEARLAKE RD	COCOA	FL	32922	30	36	207498	1A	9	92	10/15/1985	65904	01/26/2005	10/15/1985	7038	7038	7038	7038	6014	192	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
175	COLLIERVILLE TN	BASE STR Supercenter	Y	560 W POPLAR AVE	COLLIERVILLE	TN	38017	50	55	199533	1F	12	144	11/01/1977	122415	06/05/1996	11/01/1977	6018	6018	6018	6018	6008	188	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
176	RIPLEY MS	BASE STR Wal-Mart	Y	822 CITY AVE S	RIPLEY	MS	38663	50	55	59022	1A	14	137	07/01/1977	31700	04/01/1992	07/01/1977	6006	6006	6006	6006	6014	60	6061	STATESBORO-STORAGE	3060	SAVANNAH-FLOW
177	PARIS, TN	BASE STR Supercenter	Y	1210 MINERAL WELLS AVE	PARIS	TN	38242	60	65	186337	1F	12	146	11/01/1977	72448	10/08/1997	11/01/1977	6066	6066	6066	6066	6022	167	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
178	ALVA, OK	BASE STR Supercenter	Y	914 E OKLAHOMA BLVD	ALVA	OK	73717	50	54	109450	1B	50	344	11/01/1977	44411	06/18/1997	11/01/1977	6035	6035	6035	6035	6008	109	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
179	SPRINGFIELD, MO	BASE STR Supercenter	Y	3520 W SUNSHINE ST	SPRINGFIELD	MO	65807	60	65	158849	1N	40	357	02/01/1977	64404	03/14/2001	02/01/1977	6069	6069	6069	6069	6008	145	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
180	JACKSONVILLE TX	BASE STR Supercenter	Y	1311 S JACKSON ST	JACKSONVILLE	TX	75766	40	44	151315	1B	5	46	03/14/1978	53400	07/20/1994	03/14/1978	6036	6036	6036	6036	6005	0	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
181	NEW BOSTON TX	BASE STR Supercenter	Y	800 JAMES BOWIE DR	NEW BOSTON	TX	75570	40	44	155070	1B	44	47	08/08/1978	57251	05/18/2005	08/08/1978	6018	6018	6018	6018	6008	145	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
182	GREENVILLE MS	BASE STR Supercenter	Y	1831 HIGHWAY 1 S	GREENVILLE	MS	38701	40	45	204167	1A	14	136	06/01/1979	111513	07/18/2001	06/01/1979	6011	6011	6011	6011	6008	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
183	LOUISVILLE MS	BASE STR Supercenter	Y	159 HIGHWAY 15 S	LOUISVILLE	MS	39339	40	45	99704	1A	14	138	10/01/1977	49700	08/25/2004	10/01/1977	6011	6011	6011	6011	6005	98	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
184	BLUE SPRINGS MO	BASE STR Supercenter	Y	600 NE CORONADO DR	BLUE SPRINGS	MO	64014	70	75	203091	1N	40	361	02/01/1978	130159	05/25/2005	02/01/1978	6035	6035	6035	6035	6008	195	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
185	GAINESVILLE TX	BASE STR Supercenter	Y	1800 LAWRENCE ST	GAINESVILLE	TX	76240	40	44	208003	1B	44	54	07/21/1993	85899	10/24/2001	07/21/1993	6068	6068	6068	6068	6008	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
186	EL DORADO KS	BASE STR Supercenter	Y	301 S VILLAGE RD	EL DORADO	KS	67042	60	64	187437	1B	50	408	11/01/1977	99348	10/27/2004	11/01/1977	6035	6035	6035	6035	6008	173	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
188	CAPE GIRARDEAU MO	BASE STR Supercenter	Y	3439 WILLIAM ST	CAPE GIRARDEAU	MO	63701	60	65	172054	1N	40	335	07/01/1977	167113	03/03/1992	07/01/1977	6069	6069	6069	6069	6008	162	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
189	KIRKSVILLE MO	BASE STR Supercenter	Y	2206 N BALTIMORE ST	KIRKSVILLE	MO	63501	70	75	194959	1N	40	359	07/01/1977	69764	11/25/1992	07/01/1977	6009	6009	6009	6009	6022	188	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
190	KENNETT MO	BASE STR Supercenter	Y	1500 1ST ST	KENNETT	MO	63857	60	65	146397	1N	40	335	07/01/1977	46950	07/19/1995	07/01/1977	6018	6018	6018	6018	6008	136	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
192	COLUMBIA TN	BASE STR Supercenter	Y	2200 BROOKMEADE DR	COLUMBIA	TN	38401	50	55	224043	1F	12	151	09/15/1981	116403	03/20/2002	09/15/1981	6066	6066	6066	6066	6022	208	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
194	BAYTOWN TX	BASE STR Supercenter	Y	4900 GARTH RD	BAYTOWN	TX	77521	30	34	224043	1B	6	60	01/22/1985	124828	07/18/2001	01/22/1985	7036	7036	7036	7036	6005	208	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
195	EXCELSIOR SPRINGS MO	BASE STR Supercenter	Y	2203 PATSY LN	EXCELSIOR SPRINGS	MO	64024	70	75	207790	1N	40	360	07/01/1977	104079	06/14/2006	07/01/1977	6035	6035	6035	6035	6008	176	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
196	CARBONDALE IL	BASE STR Supercenter	Y	1450 E MAIN ST	CARBONDALE	IL	62901	60	65	201626	1N	43	271	07/01/1977	84840	07/21/1993	07/01/1977	6069	6069	6069	6069	6008	188	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
197	MACOMB IL	BASE STR Supercenter	Y	1730 E JACKSON ST	MACOMB	IL	61455	70	75	209840	1N	25	278	07/01/1977	125117	08/13/2003	07/01/1977	6009	6009	6009	6009	6022	192	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
198	SALEM IL	BASE STR Supercenter	Y	1870 W MAIN ST	SALEM	IL	62881	70	75	155078	1N	43	272	07/01/1977	58441	04/16/2003	07/01/1977	6069	6069	6069	6069	6008	145	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
199	LINCOLN IL	BASE STR Supercenter	Y	825 MALERICH DR	LINCOLN	IL	62656	70	75	193985	1N	25	278	07/01/1977	93589	03/14/2007	07/01/1977	6009	6009	6009	6009	6022	176	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
200	JACKSONVILLE IL	BASE STR Supercenter	Y	1941 W MORTON AVE	JACKSONVILLE	IL	62650	70	75	206449	1N	43	275	07/01/1977	93589	03/07/2008	07/01/1977	6009	6009	6009	6009	6022	195	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
201	BELLEVILLE IL	BASE STR Supercenter	Y	2608 GREEN MOUNT COMMONS DR	BELLEVILLE	IL	62221	60	65	203748	1N	43	342	07/01/1977	126846	01/23/2008	07/01/1977	6069	6069	6069	6069	6008	195	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
203	BROOKFIELD MO	BASE STR Supercenter	Y	937 PARK CIRCLE DR	BROOKFIELD	MO	64628	70	75	110715	1N	40	359	08/29/1978	41400	08/19/1998	08/29/1978	6009	6009	6009	6009	6022	109	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
204	PRINCETON KY	BASE STR Supercenter	Y	1500 US HIGHWAY 62 W	PRINCETON	KY	42445	60	65	158067	1F	12	253	02/14/1978	77873	07/15/2009	02/14/1978	6066	6066	6066	6066	6022	143	7078	ELWOOD STORAGE	3148	ELWOOD FLOW
205	PHILADELPHIA MS	BASE STR Supercenter	Y	1002 W BEACON ST	PHILADELPHIA	MS	39350	50	55	146398	1A	14	138	03/28/1978	51725	03/15/1995	03/28/1978	6011	6011	6011	6011	6005	136	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
206	MCKINNEY TX	BASE STR Supercenter	Y	2041 N REDBUD BLVD	MCKINNEY	TX	75069	40	44	203473	1B	5	56	03/28/1978	121267	07/20/2005	03/28/1978	6068	6068	6068	6068	6008	192	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
207	CLEVELAND OK	BASE STR Supercenter	Y	772 N AIRPORT RD	CLEVELAND	OK	74020	50	54	89734	1B	50	345	03/21/1978	89734	10/12/2011	03/21/1978	6094	6094	6094	6094	6008	50	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
209	OZARK AR	BASE STR Wal-Mart	Y	1516 N 18TH ST	OZARK	AR	72949	50	55	31700	1B	42	325	06/01/1978	0		06/01/1978	6094	6094	6094	6094	6008	30	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
210	HOLDENVILLE OK	BASE STR Wal-Mart	Y	500 EAST HIGHWAY 270	HOLDENVILLE	OK	74848	50	54	50968	1B	44	351	07/18/1978	29700	08/01/1985	07/18/1978	6094	6094	6094	6094	6008	50	7042	HOUSTON STORAGE	3080	HOUSTON FLOW
